TBOXID,MONTH_START,TOTAL_DISTANCE_KM,USAGE_TYPE,NO_OF_SWAPS,NO_OF_HOMECHARGINGS,FREQUENT_SWIPING_STATIONS,AVG_DISTANCE_PER_PERIOD
865209069520816,2025-10-01 00:00:00.000,388.750520808,High Usage,1,0,Thalawathugoda New Station,25.92
,2025-10-01 00:00:00.000,0,Low Usage,1,1,"HOME_CHARGING, Padukka Station",
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069546068,2025-05-01 00:00:00.000,714.576640059,High Usage,30,0,Thalawathugoda New Station,23.82
865209069519313,2024-08-01 00:00:00.000,894.055835166,High Usage,28,0,Moratuwa replace Station,28.84
865209069519842,2025-06-01 00:00:00.000,1219.42183025,High Usage,4,25,"HOME_CHARGING, Beruwala Station, Maggona",42.05
865209069521194,2025-07-01 00:00:00.000,496.248334979,High Usage,2,17,"HOME_CHARGING, Thalawathugoda New Station",18.38
862487061363020,2025-08-01 00:00:00.000,994.556922795,High Usage,6,17,"HOME_CHARGING, Thalawathugoda New Station, Katunayake Station",38.25
865209069519875,2025-10-01 00:00:00.000,462.27017348,High Usage,0,15,HOME_CHARGING,23.11
865209060487676,2025-06-01 00:00:00.000,3.975656761,Low Usage,0,12,HOME_CHARGING,0.8
865209060771624,2025-01-01 00:00:00.000,341.983083058,High Usage,12,0,Maggona,12.67
865209069519933,2025-08-01 00:00:00.000,250.166469065,High Usage,0,11,HOME_CHARGING,8.34
865209069518661,2025-07-01 00:00:00.000,798.566950988,High Usage,11,10,"Seeduwa Station, HOME_CHARGING",25.76
865209069520824,2025-06-01 00:00:00.000,376.541808713,High Usage,13,0,"Maggona, Beruwala Station",13.95
865209069520931,2025-09-01 00:00:00.000,88.269194396,Medium Usage,0,9,HOME_CHARGING,4.41
862487061434086,2025-06-01 00:00:00.000,0,Low Usage,10,0,"Panadura  1 Station, Bandaragama Station",
865209060998482,2025-06-01 00:00:00.000,224.237274655,High Usage,7,7,"HOME_CHARGING, Beruwala Station, Maggona",22.42
865209069518984,2025-07-01 00:00:00.000,158.778152217,High Usage,6,0,Bandaragama Station,5.48
862487061347809,2025-06-01 00:00:00.000,839.869653727,High Usage,0,6,HOME_CHARGING,28
865209069519255,2024-07-01 00:00:00.000,283.61621388,High Usage,8,0,"Moratuwa replace Station, Boralesgamuwa new Station",10.5
865209069519669,2025-08-01 00:00:00.000,128.258609971,Medium Usage,6,0,Moratuwa replace Station,5.13
,2025-09-01 00:00:00.000,0,Low Usage,4,0,Panadura  1 Station,
865209060263697,2025-04-01 00:00:00.000,35.386516464,Low Usage,4,0,"Panadura, Panadura  1 Station",3.93
865209069545904,2025-08-01 00:00:00.000,3.188781732,Low Usage,2,0,Kiribathgoda Station,3.19
862487061404568,2025-09-01 00:00:00.000,727.183730916,High Usage,0,22,HOME_CHARGING,25.08
862487061422248,2025-09-01 00:00:00.000,187.520226596,High Usage,0,8,HOME_CHARGING,8.15
865209069519479,2025-06-01 00:00:00.000,206.617250104,High Usage,4,7,"HOME_CHARGING, Maggona",12.15
862487061348062,2025-09-01 00:00:00.000,103.123260706,Medium Usage,2,7,"HOME_CHARGING, Panadura  1 Station",6.87
865209069518646,2025-04-01 00:00:00.000,207.834520115,High Usage,7,7,"HOME_CHARGING, Bandaragama Station, Boralesgamuwa new Station",14.85
865209069519271,2025-05-01 00:00:00.000,59.697446588,Medium Usage,0,6,HOME_CHARGING,3.98
865209069519073,2025-08-01 00:00:00.000,400.152516136,High Usage,7,2,"Dharga Town Station, HOME_CHARGING, Maggona",16.67
865209069518943,2025-05-01 00:00:00.000,287.440147411,High Usage,1,6,"HOME_CHARGING, Soysapura Station",9.58
865209069519446,2025-04-01 00:00:00.000,85.149304764,Medium Usage,0,5,HOME_CHARGING,14.19
,2025-10-01 00:00:00.000,0,Low Usage,4,0,"Bandaragama Station, Panadura  1 Station",
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Dharga Town Station,
862487061421885,2025-05-01 00:00:00.000,151.898710523,High Usage,4,0,"Panadura  1 Station, Paliayagoda Station, Boralla Temporary Station",50.63
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Agalawaththa,
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Moratuwa replace Station,
865209069545979,2025-03-01 00:00:00.000,0.2184359345,Low Usage,1,0,Panadura,0.11
865209069545557,2025-04-01 00:00:00.000,0.1299219139,Low Usage,0,1,HOME_CHARGING,0.13
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Bandaragama Station,
865209069520931,2025-07-01 00:00:00.000,254.862692898,High Usage,1,7,"HOME_CHARGING, Padukka Station",9.1
862487061409328,2025-08-01 00:00:00.000,27.270699479,Low Usage,0,2,HOME_CHARGING,1.95
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069521046,2024-05-01 00:00:00.000,25.620529595,Low Usage,2,0,Thalawathugoda New Station,3.66
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Maggona,
865209060765386,2024-01-01 00:00:00.000,29.736404429,Low Usage,2,0,Boralesgamuwa new Station,9.91
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Beruwala Station,
865209069520048,2025-10-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069546068,2025-02-01 00:00:00.000,813.232942608,High Usage,26,1,"Thalawathugoda New Station, Boralesgamuwa new Station, HOME_CHARGING",29.04
865209069519446,2025-08-01 00:00:00.000,896.061692765,High Usage,0,22,HOME_CHARGING,34.46
862487061332041,2025-08-01 00:00:00.000,690.380229772,High Usage,0,18,HOME_CHARGING,23.01
862487061363020,2025-09-01 00:00:00.000,657.940024823,High Usage,0,18,HOME_CHARGING,27.41
865209069518661,2025-01-01 00:00:00.000,1087.73355276,High Usage,18,0,Seeduwa Station,38.85
865209069519487,2025-05-01 00:00:00.000,374.393359311,High Usage,1,17,"HOME_CHARGING, Bandaragama Station",14.4
862487061347700,2025-09-01 00:00:00.000,649.574067587,High Usage,0,17,HOME_CHARGING,22.4
865209069545813,2025-06-01 00:00:00.000,278.922526973,High Usage,0,17,HOME_CHARGING,9.96
,2025-10-01 00:00:00.000,0,Low Usage,0,14,HOME_CHARGING,
865209069545813,2025-04-01 00:00:00.000,230.681542915,High Usage,0,13,HOME_CHARGING,10.03
865209069545920,2025-07-01 00:00:00.000,331.386586734,High Usage,4,13,"HOME_CHARGING, Beruwala Station, Maggona",11.05
865209069519966,2025-07-01 00:00:00.000,348.432640727,High Usage,1,12,"HOME_CHARGING, Katunayake Station",20.5
865209060765386,2025-01-01 00:00:00.000,172.778508456,High Usage,11,0,Boralesgamuwa new Station,15.71
862487061333767,2025-09-01 00:00:00.000,336.302600837,High Usage,0,11,HOME_CHARGING,11.6
865209069519941,2024-05-01 00:00:00.000,238.744922456,High Usage,11,0,"Boralesgamuwa new Station, Pannipitiya Station",10.38
862487061433161,2025-09-01 00:00:00.000,96.724009458,Medium Usage,0,8,HOME_CHARGING,3.45
,2025-09-01 00:00:00.000,0,Low Usage,8,0,Maggona,
865209069518539,2024-06-01 00:00:00.000,242.358659826,High Usage,12,0,"Boralesgamuwa new Station, Moratuwa replace Station",17.31
865209069521004,2024-01-01 00:00:00.000,230.8056454,High Usage,8,0,Moratuwa Station,11.54
865209069546399,2025-04-01 00:00:00.000,285.316478255,High Usage,8,0,Boralla Temporary Station,17.83
865209069545573,2025-06-01 00:00:00.000,86.248586608,Medium Usage,0,7,HOME_CHARGING,2.87
862487061422065,2025-10-01 00:00:00.000,169.387186871,High Usage,0,6,HOME_CHARGING,21.17
865209069519859,2025-07-01 00:00:00.000,0,Low Usage,0,5,HOME_CHARGING,
862487061409963,2025-10-01 00:00:00.000,582.868998148,High Usage,0,5,HOME_CHARGING,29.14
865209060491306,2025-06-01 00:00:00.000,156.275709287,High Usage,5,5,"HOME_CHARGING, Kochchikade Station",10.42
865209069520923,2025-01-01 00:00:00.000,82.848886214,Medium Usage,5,0,"Miriswatta Station, Udugampola Station",11.84
865209069519669,2024-11-01 00:00:00.000,148.790147276,Medium Usage,4,0,Moratuwa replace Station,7.09
865209069519990,2025-06-01 00:00:00.000,183.193413715,High Usage,6,0,"Soysapura Station, Panadura  1 Station, Bandaragama Station",9.64
865209069519156,2025-01-01 00:00:00.000,261.734774857,High Usage,11,0,"Paliayagoda Station, Seeduwa Station, Kadawatha Station",21.81
865209069520857,2025-10-01 00:00:00.000,196.169702979,High Usage,0,3,HOME_CHARGING,13.08
865209060779635,2025-09-01 00:00:00.000,184.596763393,High Usage,4,0,"Boralla Temporary Station, Kolonnawa Station",7.38
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Bandaragama Station,
,2025-09-01 00:00:00.000,0,Low Usage,4,0,"Panadura  1 Station, Boralla Temporary Station, Paliayagoda Station",
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069520824,2025-08-01 00:00:00.000,455.173236449,High Usage,12,0,"Maggona, Beruwala Station",14.68
,2025-10-01 00:00:00.000,0,Low Usage,9,0,Kuliyapitiya,
862487061363525,2025-10-01 00:00:00.000,225.858680427,High Usage,0,8,HOME_CHARGING,11.89
865209069518539,2024-11-01 00:00:00.000,208.979349208,High Usage,11,0,"Boralesgamuwa new Station, Moratuwa replace Station",19
865209069519412,2025-10-01 00:00:00.000,73.107733047,Medium Usage,0,7,HOME_CHARGING,10.44
865209069519842,2025-02-01 00:00:00.000,528.335061419,High Usage,11,1,"Beruwala Station, Maggona, HOME_CHARGING",25.16
865209069519453,2025-08-01 00:00:00.000,0,Low Usage,6,0,Bandaragama Station,
865209069519255,2025-07-01 00:00:00.000,220.876937396,High Usage,7,0,"Soysapura Station, Moratuwa replace Station",8.84
865209069545904,2025-07-01 00:00:00.000,52.489228766,Medium Usage,8,0,"Kiribathgoda Station, Kadawatha Station, Paliayagoda Station",5.25
865209069545953,2025-08-01 00:00:00.000,117.614681674,Medium Usage,6,0,"Bandaragama Station, Panadura  1 Station",11.76
865209060460707,2025-02-01 00:00:00.000,138.71242772,Medium Usage,4,0,Bandaragama Station,6.61
,2025-09-01 00:00:00.000,0,Low Usage,4,0,Panadura  1 Station,
865209069519438,2025-09-01 00:00:00.000,154.730043317,High Usage,3,0,Panadura  1 Station,6.45
,2024-12-01 00:00:00.000,0,Low Usage,10,0,"Beruwala Station, Bandaragama Station, Padukka Station",
,2025-10-01 00:00:00.000,0,Low Usage,4,0,"Panadura  1 Station, Bandaragama Station, Soysapura Station",
,2025-10-01 00:00:00.000,0,Low Usage,2,0,Panadura  1 Station,
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
862487061347460,2025-09-01 00:00:00.000,82.741776159,Medium Usage,0,2,HOME_CHARGING,5.52
865209069520444,2025-09-01 00:00:00.000,68.57638415,Medium Usage,0,2,HOME_CHARGING,11.43
862487061405524,2025-06-01 00:00:00.000,81.235535244,Medium Usage,0,2,HOME_CHARGING,11.61
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Agalawaththa,
862487061362923,2025-07-01 00:00:00.000,69.231071359,Medium Usage,1,0,Padukka Station,8.65
865209069519206,2025-01-01 00:00:00.000,12.192885087,Low Usage,1,0,Padukka Station,2.44
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209060420784,2025-04-01 00:00:00.000,16.49800672,Low Usage,1,1,"HOME_CHARGING, Thalawathugoda New Station",2.75
865209069545920,2025-04-01 00:00:00.000,101.796304773,Medium Usage,1,1,"Beruwala Station, HOME_CHARGING",25.45
865209069518521,2025-07-01 00:00:00.000,294.21636087,High Usage,0,8,HOME_CHARGING,9.49
,2025-09-01 00:00:00.000,0,Low Usage,7,0,Bandaragama Station,
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Kuliyapitiya,
865209069520857,2025-02-01 00:00:00.000,60.072085623,Medium Usage,1,0,Maggona,4.29
865209069519495,2025-04-01 00:00:00.000,9.959330413,Low Usage,0,1,HOME_CHARGING,1.99
862487061433542,2025-05-01 00:00:00.000,111.663396265,Medium Usage,2,0,Panadura  1 Station,22.33
865209069519313,2025-06-01 00:00:00.000,618.681439276,High Usage,28,0,"Moratuwa replace Station, Soysapura Station",22.1
865209069545797,2025-06-01 00:00:00.000,979.168699175,High Usage,23,0,Bandaragama Station,33.76
865209060765386,2025-06-01 00:00:00.000,489.446898478,High Usage,23,0,"Boralesgamuwa new Station, Thalawathugoda New Station",21.28
865209069545920,2025-05-01 00:00:00.000,816.328553174,High Usage,1,19,"HOME_CHARGING, Maggona",26.33
,2025-09-01 00:00:00.000,0,Low Usage,23,0,"Padukka Station, Thalawathugoda New Station, Bandaragama Station",
865209069519933,2025-07-01 00:00:00.000,366.175663356,High Usage,0,16,HOME_CHARGING,12.21
862487061350183,2025-08-01 00:00:00.000,137.004274524,Medium Usage,0,15,HOME_CHARGING,15.22
865209069520865,2025-05-01 00:00:00.000,446.848860685,High Usage,0,15,HOME_CHARGING,14.89
865209060519718,2025-04-01 00:00:00.000,396.244355977,High Usage,0,15,HOME_CHARGING,16.51
865209069520444,2025-03-01 00:00:00.000,80.216575634,Medium Usage,14,0,Maggona,4.72
865209069519503,2025-04-01 00:00:00.000,1520.17269933,High Usage,28,10,"Kolonnawa Station, HOME_CHARGING, Thalawathugoda New Station",108.58
862487061363822,2025-09-01 00:00:00.000,385.30724983,High Usage,0,13,HOME_CHARGING,13.76
865209060765386,2025-07-01 00:00:00.000,560.517789146,High Usage,24,0,"Boralesgamuwa new Station, Soysapura Station, Thalawathugoda New Station",22.42
865209069546068,2024-07-01 00:00:00.000,2224.84852989,High Usage,12,0,Thalawathugoda New Station,71.77
865209069520717,2025-05-01 00:00:00.000,143.765372406,Medium Usage,17,0,"Panadura  1 Station, Moratuwa replace Station, Boralesgamuwa new Station",11.98
,2025-10-01 00:00:00.000,0,Low Usage,21,1,"Panadura  1 Station, Bandaragama Station, HOME_CHARGING",
862487061422107,2025-10-01 00:00:00.000,266.520290279,High Usage,0,10,HOME_CHARGING,15.68
865209069546480,2025-04-01 00:00:00.000,958.608672551,High Usage,20,10,"HOME_CHARGING, Padukka Station, Boralesgamuwa new Station",50.45
,2025-09-01 00:00:00.000,0,Low Usage,10,0,Seeduwa Station,
865209069519537,2025-05-01 00:00:00.000,679.684619124,High Usage,15,10,"HOME_CHARGING, Panadura  1 Station, Bandaragama Station",30.89
865209069520717,2025-07-01 00:00:00.000,88.649484982,Medium Usage,12,0,"Panadura  1 Station, Moratuwa replace Station",11.08
862487061405300,2025-08-01 00:00:00.000,396.078774257,High Usage,4,9,"HOME_CHARGING, Bandaragama Station",17.22
865209069519974,2025-04-01 00:00:00.000,104.845344682,Medium Usage,10,0,"Seeduwa Station, Katunayake Station",17.47
862487061364069,2025-07-01 00:00:00.000,1252.195430186,High Usage,0,8,HOME_CHARGING,43.18
,2025-09-01 00:00:00.000,0,Low Usage,6,0,Boralla Temporary Station,
865209069519883,2025-08-01 00:00:00.000,339.979100829,High Usage,5,6,"HOME_CHARGING, Kadawatha Station, Boralla Temporary Station",14.78
865209060494003,2025-01-01 00:00:00.000,57.50825206,Medium Usage,5,0,Seeduwa Station,3.59
862487061363681,2025-06-01 00:00:00.000,111.974954286,Medium Usage,0,2,HOME_CHARGING,18.66
865209069519925,2025-04-01 00:00:00.000,20.09860045,Low Usage,0,2,HOME_CHARGING,6.7
865209069520162,2025-04-01 00:00:00.000,40.817447576,Low Usage,0,2,HOME_CHARGING,10.2
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069520048,2025-03-01 00:00:00.000,441.441985676,High Usage,19,0,Maggona,15.22
865209069518521,2025-04-01 00:00:00.000,231.764960821,High Usage,0,11,HOME_CHARGING,8.58
862487061409724,2025-08-01 00:00:00.000,539.03279316,High Usage,1,10,"HOME_CHARGING, Maggona",17.97
865209069519651,2025-07-01 00:00:00.000,339.554992643,High Usage,20,0,"Soysapura Station, Boralesgamuwa new Station, Boralla Temporary Station",17.87
865209069518943,2025-06-01 00:00:00.000,216.928245842,High Usage,1,10,"HOME_CHARGING, Soysapura Station",9.04
,2025-10-01 00:00:00.000,0,Low Usage,10,0,Seeduwa Station,
865209069519446,2025-10-01 00:00:00.000,106.292292805,Medium Usage,0,8,HOME_CHARGING,5.91
865209069518778,2025-03-01 00:00:00.000,397.583265599,High Usage,18,0,"Panadura, Moratuwa replace Station, Kadawatha Station",14.2
865209069519669,2025-04-01 00:00:00.000,241.482437258,High Usage,7,0,Moratuwa replace Station,10.06
865209069546233,2025-10-01 00:00:00.000,474.220294344,High Usage,0,6,HOME_CHARGING,26.35
862487061409708,2025-09-01 00:00:00.000,165.801119086,High Usage,0,6,HOME_CHARGING,5.92
,2025-10-01 00:00:00.000,0,Low Usage,10,0,"Soysapura Station, Kalutara North",
862487061422065,2025-08-01 00:00:00.000,312.697308893,High Usage,3,5,"HOME_CHARGING, Agalawaththa",12.51
865209069520691,2025-05-01 00:00:00.000,106.856414048,Medium Usage,4,0,Bandaragama Station,6.68
865209060771624,2025-07-01 00:00:00.000,37.721186355,Low Usage,0,4,HOME_CHARGING,3.43
865209069519875,2025-04-01 00:00:00.000,0.6508894182,Low Usage,0,4,HOME_CHARGING,0.16
Deleted 04,2025-07-01 00:00:00.000,0,Low Usage,3,0,MockStation,
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
862487061331662,2025-07-01 00:00:00.000,166.016982864,High Usage,0,2,HOME_CHARGING,9.22
865209069519230,2025-03-01 00:00:00.000,31.267174632,Low Usage,2,0,Bandaragama Station,3.47
865209069519230,2025-06-01 00:00:00.000,4.329693835,Low Usage,2,0,Bandaragama Station,1.44
865209069521004,2025-08-01 00:00:00.000,3.990823725,Low Usage,0,1,HOME_CHARGING,3.99
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Kuliyapitiya,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-09-01 00:00:00.000,0,Low Usage,2,0,"Maggona, Panadura  1 Station",
,2025-10-01 00:00:00.000,0,Low Usage,11,0,"Soysapura Station, Boralla Temporary Station",
,2025-10-01 00:00:00.000,0,Low Usage,8,1,"Bandaragama Station, Kalutara North, HOME_CHARGING",
865209069518943,2025-10-01 00:00:00.000,152.813867971,High Usage,0,5,HOME_CHARGING,8.49
862487061408924,2025-09-01 00:00:00.000,50.55898663,Medium Usage,0,3,HOME_CHARGING,8.43
865209069518521,2025-03-01 00:00:00.000,87.132961396,Medium Usage,4,0,"Soysapura Station, Boralesgamuwa new Station",5.81
865209069520956,2025-02-01 00:00:00.000,83.325143886,Medium Usage,3,0,Miriswatta Station,6.94
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Kolonnawa Station,
123456,2025-04-01 00:00:00.000,0,Low Usage,1,0,MockStation,
Deleted 02,2025-04-01 00:00:00.000,0,Low Usage,1,0,MockStation,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069521046,2024-11-01 00:00:00.000,29.169261167,Low Usage,2,0,Thalawathugoda New Station,7.29
865209069519883,2024-10-01 00:00:00.000,42.002188925,Low Usage,2,0,"Miriswatta Station, Seeduwa Station",2.47
865209069520550,2025-05-01 00:00:00.000,346.862535921,High Usage,0,25,HOME_CHARGING,11.96
865209069520550,2025-09-01 00:00:00.000,629.563687754,High Usage,0,23,HOME_CHARGING,21.71
865209069546225,2025-08-01 00:00:00.000,628.216805965,High Usage,0,21,HOME_CHARGING,22.44
865209069546233,2025-06-01 00:00:00.000,790.658091742,High Usage,9,15,"HOME_CHARGING, Boralesgamuwa new Station, Kolonnawa Station",26.36
862487061364028,2025-10-01 00:00:00.000,707.396255586,High Usage,0,15,HOME_CHARGING,35.37
865209069519180,2025-05-01 00:00:00.000,0,Low Usage,20,0,"Boralesgamuwa new Station, Boralla Temporary Station, Kolonnawa Station",
862487061331647,2025-08-01 00:00:00.000,815.124209648,High Usage,8,15,"HOME_CHARGING, Panadura  1 Station, Maggona",32.6
,2025-09-01 00:00:00.000,0,Low Usage,14,0,Kuliyapitiya,
865209069546480,2025-06-01 00:00:00.000,1817.639145838,High Usage,46,13,"Padukka Station, HOME_CHARGING, Thalawathugoda New Station",62.68
862487061347866,2025-08-01 00:00:00.000,887.59302657,High Usage,12,13,"HOME_CHARGING, Maggona",36.98
865209069519339,2025-07-01 00:00:00.000,377.060286588,High Usage,0,13,HOME_CHARGING,14.5
865209069520006,2025-09-01 00:00:00.000,499.001418658,High Usage,0,12,HOME_CHARGING,18.48
865209069520865,2025-06-01 00:00:00.000,465.613470614,High Usage,0,12,HOME_CHARGING,16.06
862487061415101,2025-10-01 00:00:00.000,278.068611769,High Usage,0,10,HOME_CHARGING,13.9
865209069518778,2025-05-01 00:00:00.000,485.407910625,High Usage,25,0,"Moratuwa replace Station, Panadura  1 Station, Boralesgamuwa new Station",15.66
865209060779635,2024-12-01 00:00:00.000,105.894316133,Medium Usage,9,0,Boralla Temporary Station,4.41
862487061409385,2025-10-01 00:00:00.000,338.326035253,High Usage,0,7,HOME_CHARGING,22.56
865209060998482,2025-10-01 00:00:00.000,190.797743318,High Usage,0,6,HOME_CHARGING,11.22
865209069546431,2024-10-01 00:00:00.000,192.593971212,High Usage,6,0,Moratuwa replace Station,7.41
865209069518679,2025-08-01 00:00:00.000,361.624557646,High Usage,4,6,"HOME_CHARGING, Maggona",27.82
865209069519941,2025-09-01 00:00:00.000,61.413050212,Medium Usage,0,5,HOME_CHARGING,7.68
865209060960599,2025-09-01 00:00:00.000,41.164393872,Low Usage,0,3,HOME_CHARGING,13.72
865209069520030,2025-10-01 00:00:00.000,13.934426227,Low Usage,0,2,HOME_CHARGING,4.64
865209069545953,2025-04-01 00:00:00.000,76.682253842,Medium Usage,2,0,Bandaragama Station,5.9
865209069520162,2025-10-01 00:00:00.000,34.267703643,Low Usage,0,2,HOME_CHARGING,2.86
123456,2024-05-01 00:00:00.000,0,Low Usage,1,0,TestStation,
Deleted 02,2024-05-01 00:00:00.000,0,Low Usage,1,0,TestStation,
865209069521061,2024-10-01 00:00:00.000,290.756884252,High Usage,13,0,Miriswatta Station,9.38
865209069545904,2024-08-01 00:00:00.000,319.734670451,High Usage,11,0,Boralla Temporary Station,19.98
